Ticker,Ticker + Name,Name
AAPL,AAPL | Apple Inc. Common Stock,Apple Inc. Common Stock
MSFT,MSFT | Microsoft Corporation Common Stock,Microsoft Corporation Common Stock
GOOG,GOOG | Alphabet Inc. Class C Capital Stock,Alphabet Inc. Class C Capital Stock
GOOGL,GOOGL | Alphabet Inc. Class A Common Stock,Alphabet Inc. Class A Common Stock
AMZN,AMZN | Amazon.com Inc. Common Stock,Amazon.com Inc. Common Stock
FB,FB | Facebook Inc. Class A Common Stock,Facebook Inc. Class A Common Stock
TSLA,TSLA | Tesla Inc. Common Stock,Tesla Inc. Common Stock
TSM,TSM | Taiwan Semiconductor Manufacturing Company Ltd.,Taiwan Semiconductor Manufacturing Company Ltd.
NVDA,NVDA | NVIDIA Corporation Common Stock,NVIDIA Corporation Common Stock
JPM,JPM | JP Morgan Chase & Co. Common Stock,JP Morgan Chase & Co. Common Stock
V,V | Visa Inc.,Visa Inc.
BABA,BABA | Alibaba Group Holding Limited American Depositary Shares each representing eight Ordinary share,Alibaba Group Holding Limited American Depositary Shares each representing eight Ordinary share
IDXX,IDXX | IDEXX Laboratories Inc. Common Stock,IDEXX Laboratories Inc. Common Stock
JNJ,JNJ | Johnson & Johnson Common Stock,Johnson & Johnson Common Stock
UNH,UNH | UnitedHealth Group Incorporated Common Stock (DE),UnitedHealth Group Incorporated Common Stock (DE)
BAC,BAC | Bank of America Corporation Common Stock,Bank of America Corporation Common Stock
WMT,WMT | Walmart Inc. Common Stock,Walmart Inc. Common Stock
ADI,ADI | Analog Devices Inc. Common Stock,Analog Devices Inc. Common Stock
HD,HD | Home Depot Inc. (The) Common Stock,Home Depot Inc. (The) Common Stock
MA,MA | Mastercard Incorporated Common Stock,Mastercard Incorporated Common Stock
PG,PG | Procter & Gamble Company (The) Common Stock,Procter & Gamble Company (The) Common Stock
ASML,ASML | ASML Holding N.V. New York Registry Shares,ASML Holding N.V. New York Registry Shares
DIS,DIS | Walt Disney Company (The) Common Stock,Walt Disney Company (The) Common Stock
MCHP,MCHP | Microchip Technology Incorporated Common Stock,Microchip Technology Incorporated Common Stock
PYPL,PYPL | PayPal Holdings Inc. Common Stock,PayPal Holdings Inc. Common Stock
ADBE,ADBE | Adobe Inc. Common Stock,Adobe Inc. Common Stock
CRM,CRM | Salesforce.com Inc Common Stock,Salesforce.com Inc Common Stock
NFLX,NFLX | Netflix Inc. Common Stock,Netflix Inc. Common Stock
XOM,XOM | Exxon Mobil Corporation Common Stock,Exxon Mobil Corporation Common Stock
ORCL,ORCL | Oracle Corporation Common Stock,Oracle Corporation Common Stock
NTES,NTES | NetEase Inc. American Depositary Shares,NetEase Inc. American Depositary Shares
NKE,NKE | Nike Inc. Common Stock,Nike Inc. Common Stock
CMCSA,CMCSA | Comcast Corporation Class A Common Stock,Comcast Corporation Class A Common Stock
TM,TM | Toyota Motor Corporation Common Stock,Toyota Motor Corporation Common Stock
KO,KO | Coca-Cola Company (The) Common Stock,Coca-Cola Company (The) Common Stock
NVO,NVO | Novo Nordisk A/S Common Stock,Novo Nordisk A/S Common Stock
CSCO,CSCO | Cisco Systems Inc. Common Stock (DE),Cisco Systems Inc. Common Stock (DE)
PFE,PFE | Pfizer Inc. Common Stock,Pfizer Inc. Common Stock
TMO,TMO | Thermo Fisher Scientific Inc Common Stock,Thermo Fisher Scientific Inc Common Stock
LLY,LLY | Eli Lilly and Company Common Stock,Eli Lilly and Company Common Stock
INTC,INTC | Intel Corporation Common Stock,Intel Corporation Common Stock
PEP,PEP | PepsiCo Inc. Common Stock,PepsiCo Inc. Common Stock
VZ,VZ | Verizon Communications Inc. Common Stock,Verizon Communications Inc. Common Stock
ACN,ACN | Accenture plc Class A Ordinary Shares (Ireland),Accenture plc Class A Ordinary Shares (Ireland)
DHR,DHR | Danaher Corporation Common Stock,Danaher Corporation Common Stock
CVX,CVX | Chevron Corporation Common Stock,Chevron Corporation Common Stock
ABT,ABT | Abbott Laboratories Common Stock,Abbott Laboratories Common Stock
AVGO,AVGO | Broadcom Inc. Common Stock,Broadcom Inc. Common Stock
COST,COST | Costco Wholesale Corporation Common Stock,Costco Wholesale Corporation Common Stock
WFC,WFC | Wells Fargo & Company Common Stock,Wells Fargo & Company Common Stock
MRK,MRK | Merck & Company Inc. Common Stock (new),Merck & Company Inc. Common Stock (new)
SE,SE | Sea Limited American Depositary Shares each representing one Class A Ordinary Share,Sea Limited American Depositary Shares each representing one Class A Ordinary Share
ABBV,ABBV | AbbVie Inc. Common Stock,AbbVie Inc. Common Stock
AZN,AZN | AstraZeneca PLC American Depositary Shares,AstraZeneca PLC American Depositary Shares
NVS,NVS | Novartis AG Common Stock,Novartis AG Common Stock
MS,MS | Morgan Stanley Common Stock,Morgan Stanley Common Stock
T,T | AT&T Inc.,AT&T Inc.
MCD,MCD | McDonald's Corporation Common Stock,McDonald's Corporation Common Stock
TXN,TXN | Texas Instruments Incorporated Common Stock,Texas Instruments Incorporated Common Stock
SHOP,SHOP | Shopify Inc. Class A Subordinate Voting Shares,Shopify Inc. Class A Subordinate Voting Shares
SAP,SAP | SAP  SE ADS,SAP  SE ADS
MDT,MDT | Medtronic plc. Ordinary Shares,Medtronic plc. Ordinary Shares
UPS,UPS | United Parcel Service Inc. Common Stock,United Parcel Service Inc. Common Stock
NEE,NEE | NextEra Energy Inc. Common Stock,NextEra Energy Inc. Common Stock
LIN,LIN | Linde plc Ordinary Share,Linde plc Ordinary Share
PM,PM | Philip Morris International Inc Common Stock,Philip Morris International Inc Common Stock
SCHW,SCHW | Charles Schwab Corporation (The) Common Stock,Charles Schwab Corporation (The) Common Stock
HON,HON | Honeywell International Inc. Common Stock,Honeywell International Inc. Common Stock
LOW,LOW | Lowe's Companies Inc. Common Stock,Lowe's Companies Inc. Common Stock
INTU,INTU | Intuit Inc. Common Stock,Intuit Inc. Common Stock
RY,RY | Royal Bank Of Canada Common Stock,Royal Bank Of Canada Common Stock
QCOM,QCOM | QUALCOMM Incorporated Common Stock,QUALCOMM Incorporated Common Stock
UNP,UNP | Union Pacific Corporation Common Stock,Union Pacific Corporation Common Stock
TMUS,TMUS | T-Mobile US Inc. Common Stock,T-Mobile US Inc. Common Stock
C,C | Citigroup Inc. Common Stock,Citigroup Inc. Common Stock
BHP,BHP | BHP Group Limited American Depositary Shares (Each representing two Ordinary Shares),BHP Group Limited American Depositary Shares (Each representing two Ordinary Shares)
CHTR,CHTR | Charter Communications Inc. Class A Common Stock New,Charter Communications Inc. Class A Common Stock New
HDB,HDB | HDFC Bank Limited Common Stock,HDFC Bank Limited Common Stock
AXP,AXP | American Express Company Common Stock,American Express Company Common Stock
SONY,SONY | Sony Group Corporation American Depositary Shares ,Sony Group Corporation American Depositary Shares 
BBL,BBL | BHP Group PlcSponsored ADR,BHP Group PlcSponsored ADR
BLK,BLK | BlackRock Inc. Common Stock,BlackRock Inc. Common Stock
RTX,RTX | Raytheon Technologies Corporation Common Stock,Raytheon Technologies Corporation Common Stock
GS,GS | Goldman Sachs Group Inc. (The) Common Stock,Goldman Sachs Group Inc. (The) Common Stock
UL,UL | Unilever PLC Common Stock,Unilever PLC Common Stock
TTE,TTE | TotalEnergies SE,TotalEnergies SE
AMD,AMD | Advanced Micro Devices Inc. Common Stock,Advanced Micro Devices Inc. Common Stock
SBUX,SBUX | Starbucks Corporation Common Stock,Starbucks Corporation Common Stock
NOW,NOW | ServiceNow Inc. Common Stock,ServiceNow Inc. Common Stock
MRNA,MRNA | Moderna Inc. Common Stock,Moderna Inc. Common Stock
BMY,BMY | Bristol-Myers Squibb Company Common Stock,Bristol-Myers Squibb Company Common Stock
ILMN,ILMN | Illumina Inc. Common Stock,Illumina Inc. Common Stock
TD,TD | Toronto Dominion Bank (The) Common Stock,Toronto Dominion Bank (The) Common Stock
BA,BA | Boeing Company (The) Common Stock,Boeing Company (The) Common Stock
JD,JD | JD.com Inc. American Depositary Shares,JD.com Inc. American Depositary Shares
SNY,SNY | Sanofi ADR,Sanofi ADR
AMT,AMT | American Tower Corporation (REIT) Common Stock,American Tower Corporation (REIT) Common Stock
HSBC,HSBC | HSBC Holdings plc. Common Stock,HSBC Holdings plc. Common Stock
SNAP,SNAP | Snap Inc. Class A Common Stock,Snap Inc. Class A Common Stock
JBHT,JBHT | J.B. Hunt Transport Services Inc. Common Stock,J.B. Hunt Transport Services Inc. Common Stock
TGT,TGT | Target Corporation Common Stock,Target Corporation Common Stock
AMAT,AMAT | Applied Materials Inc. Common Stock,Applied Materials Inc. Common Stock
ISRG,ISRG | Intuitive Surgical Inc. Common Stock,Intuitive Surgical Inc. Common Stock
AMGN,AMGN | Amgen Inc. Common Stock,Amgen Inc. Common Stock
PDD,PDD | Pinduoduo Inc. American Depositary Shares,Pinduoduo Inc. American Depositary Shares
DEO,DEO | Diageo plc Common Stock,Diageo plc Common Stock
EL,EL | Estee Lauder Companies Inc. (The) Common Stock,Estee Lauder Companies Inc. (The) Common Stock
SQ,SQ | Square Inc. Class A Common Stock,Square Inc. Class A Common Stock
GE,GE | General Electric Company Common Stock,General Electric Company Common Stock
RIO,RIO | Rio Tinto Plc Common Stock,Rio Tinto Plc Common Stock
CVS,CVS | CVS Health Corporation Common Stock,CVS Health Corporation Common Stock
BUD,BUD | Anheuser-Busch Inbev SA Sponsored ADR (Belgium),Anheuser-Busch Inbev SA Sponsored ADR (Belgium)
CAT,CAT | Caterpillar Inc. Common Stock,Caterpillar Inc. Common Stock
SPGI,SPGI | S&P Global Inc. Common Stock,S&P Global Inc. Common Stock
IBM,IBM | International Business Machines Corporation Common Stock,International Business Machines Corporation Common Stock
MMM,MMM | 3M Company Common Stock,3M Company Common Stock
BKNG,BKNG | Booking Holdings Inc. Common Stock,Booking Holdings Inc. Common Stock
TEAM,TEAM | Atlassian Corporation Plc Class A Ordinary Shares,Atlassian Corporation Plc Class A Ordinary Shares
DE,DE | Deere & Company Common Stock,Deere & Company Common Stock
PLD,PLD | Prologis Inc. Common Stock,Prologis Inc. Common Stock
LMT,LMT | Lockheed Martin Corporation Common Stock,Lockheed Martin Corporation Common Stock
ABNB,ABNB | Airbnb Inc. Class A Common Stock,Airbnb Inc. Class A Common Stock
SYK,SYK | Stryker Corporation Common Stock,Stryker Corporation Common Stock
SNOW,SNOW | Snowflake Inc. Class A Common Stock,Snowflake Inc. Class A Common Stock
BP,BP | BP p.l.c. Common Stock,BP p.l.c. Common Stock
COP,COP | ConocoPhillips Common Stock,ConocoPhillips Common Stock
GSK,GSK | GlaxoSmithKline PLC Common Stock,GlaxoSmithKline PLC Common Stock
INFY,INFY | Infosys Limited American Depositary Shares,Infosys Limited American Depositary Shares
ZTS,ZTS | Zoetis Inc. Class A Common Stock,Zoetis Inc. Class A Common Stock
ANTM,ANTM | Anthem Inc. Common Stock,Anthem Inc. Common Stock
PTR,PTR | PetroChina Company Limited Common Stock,PetroChina Company Limited Common Stock
BAM,BAM | Brookfield Asset Management Inc. Common Stock,Brookfield Asset Management Inc. Common Stock
UBER,UBER | Uber Technologies Inc. Common Stock,Uber Technologies Inc. Common Stock
ADP,ADP | Automatic Data Processing Inc. Common Stock,Automatic Data Processing Inc. Common Stock
MO,MO | Altria Group Inc.,Altria Group Inc.
USB,USB | U.S. Bancorp Common Stock,U.S. Bancorp Common Stock
EQNR,EQNR | Equinor ASA,Equinor ASA
BX,BX | Blackstone Inc. Common Stock,Blackstone Inc. Common Stock
CNI,CNI | Canadian National Railway Company Common Stock,Canadian National Railway Company Common Stock
ENB,ENB | Enbridge Inc Common Stock,Enbridge Inc Common Stock
GILD,GILD | Gilead Sciences Inc. Common Stock,Gilead Sciences Inc. Common Stock
PNC,PNC | PNC Financial Services Group Inc. (The) Common Stock,PNC Financial Services Group Inc. (The) Common Stock
GM,GM | General Motors Company Common Stock,General Motors Company Common Stock
MDLZ,MDLZ | Mondelez International Inc. Class A Common Stock,Mondelez International Inc. Class A Common Stock
BTI,BTI | British American Tobacco  Industries p.l.c. Common Stock ADR,British American Tobacco  Industries p.l.c. Common Stock ADR
DELL,DELL | Dell Technologies Inc. Class C Common Stock ,Dell Technologies Inc. Class C Common Stock 
MMC,MMC | Marsh & McLennan Companies Inc. Common Stock,Marsh & McLennan Companies Inc. Common Stock
TFC,TFC | Truist Financial Corporation Common Stock,Truist Financial Corporation Common Stock
LRCX,LRCX | Lam Research Corporation Common Stock,Lam Research Corporation Common Stock
ZM,ZM | Zoom Video Communications Inc. Class A Common Stock,Zoom Video Communications Inc. Class A Common Stock
HCA,HCA | HCA Healthcare Inc. Common Stock,HCA Healthcare Inc. Common Stock
ODFL,ODFL | Old Dominion Freight Line Inc. Common Stock,Old Dominion Freight Line Inc. Common Stock
BNS,BNS | Bank Nova Scotia Halifax Pfd 3 Ordinary Shares,Bank Nova Scotia Halifax Pfd 3 Ordinary Shares
CB,CB | Chubb Limited  Common Stock,Chubb Limited  Common Stock
SHW,SHW | Sherwin-Williams Company (The) Common Stock,Sherwin-Williams Company (The) Common Stock
MELI,MELI | MercadoLibre Inc. Common Stock,MercadoLibre Inc. Common Stock
TJX,TJX | TJX Companies Inc. (The) Common Stock,TJX Companies Inc. (The) Common Stock
DUK,DUK | Duke Energy Corporation (Holding Company) Common Stock,Duke Energy Corporation (Holding Company) Common Stock
FIS,FIS | Fidelity National Information Services Inc. Common Stock,Fidelity National Information Services Inc. Common Stock
CSX,CSX | CSX Corporation Common Stock,CSX Corporation Common Stock
CME,CME | CME Group Inc. Class A Common Stock,CME Group Inc. Class A Common Stock
MU,MU | Micron Technology Inc. Common Stock,Micron Technology Inc. Common Stock
MUFG,MUFG | Mitsubishi UFJ Financial Group Inc. Common Stock,Mitsubishi UFJ Financial Group Inc. Common Stock
COF,COF | Capital One Financial Corporation Common Stock,Capital One Financial Corporation Common Stock
VALE,VALE | VALE S.A.  American Depositary Shares Each Representing one common share,VALE S.A.  American Depositary Shares Each Representing one common share
COIN,COIN | Coinbase Global Inc. Class A Common Stock,Coinbase Global Inc. Class A Common Stock
CCI,CCI | Crown Castle International Corp. (REIT) Common Stock,Crown Castle International Corp. (REIT) Common Stock
ICE,ICE | Intercontinental Exchange Inc. Common Stock,Intercontinental Exchange Inc. Common Stock
FISV,FISV | Fiserv Inc. Common Stock,Fiserv Inc. Common Stock
DASH,DASH | DoorDash Inc. Class A Common Stock,DoorDash Inc. Class A Common Stock
PBR,PBR | Petroleo Brasileiro S.A.- Petrobras Common Stock,Petroleo Brasileiro S.A.- Petrobras Common Stock
ITW,ITW | Illinois Tool Works Inc. Common Stock,Illinois Tool Works Inc. Common Stock
CI,CI | Cigna Corporation Common Stock,Cigna Corporation Common Stock
EW,EW | Edwards Lifesciences Corporation Common Stock,Edwards Lifesciences Corporation Common Stock
AON,AON | Aon plc Class A Ordinary Shares (Ireland),Aon plc Class A Ordinary Shares (Ireland)
WBK,WBK | Westpac Banking Corporation Common Stock,Westpac Banking Corporation Common Stock
BMO,BMO | Bank Of Montreal Common Stock,Bank Of Montreal Common Stock
BDX,BDX | Becton Dickinson and Company Common Stock,Becton Dickinson and Company Common Stock
ABB,ABB | ABB Ltd Common Stock,ABB Ltd Common Stock
MCO,MCO | Moody's Corporation Common Stock,Moody's Corporation Common Stock
NSC,NSC | Norfolk Southern Corporation Common Stock,Norfolk Southern Corporation Common Stock
SAN,SAN | Banco Santander S.A. Sponsored ADR (Spain),Banco Santander S.A. Sponsored ADR (Spain)
IBN,IBN | ICICI Bank Limited Common Stock,ICICI Bank Limited Common Stock
WDAY,WDAY | Workday Inc. Class A Common Stock,Workday Inc. Class A Common Stock
SO,SO | Southern Company (The) Common Stock,Southern Company (The) Common Stock
WM,WM | Waste Management Inc. Common Stock,Waste Management Inc. Common Stock
VMW,VMW | Vmware Inc. Common stock Class A,Vmware Inc. Common stock Class A
APD,APD | Air Products and Chemicals Inc. Common Stock,Air Products and Chemicals Inc. Common Stock
ETN,ETN | Eaton Corporation PLC Ordinary Shares,Eaton Corporation PLC Ordinary Shares
CL,CL | Colgate-Palmolive Company Common Stock,Colgate-Palmolive Company Common Stock
ADSK,ADSK | Autodesk Inc. Common Stock,Autodesk Inc. Common Stock
NOC,NOC | Northrop Grumman Corporation Common Stock,Northrop Grumman Corporation Common Stock
ECL,ECL | Ecolab Inc. Common Stock,Ecolab Inc. Common Stock
F,F | Ford Motor Company Common Stock,Ford Motor Company Common Stock
STLA,STLA | Stellantis N.V. Common Shares,Stellantis N.V. Common Shares
TWLO,TWLO | Twilio Inc. Class A Common Stock,Twilio Inc. Class A Common Stock
SNP,SNP | China Petroleum & Chemical Corporation Common Stock,China Petroleum & Chemical Corporation Common Stock
CRWD,CRWD | CrowdStrike Holdings Inc. Class A Common Stock,CrowdStrike Holdings Inc. Class A Common Stock
BSX,BSX | Boston Scientific Corporation Common Stock,Boston Scientific Corporation Common Stock
NIO,NIO | NIO Inc. American depositary shares each  representing one Class A ordinary share,NIO Inc. American depositary shares each  representing one Class A ordinary share
FDX,FDX | FedEx Corporation Common Stock,FedEx Corporation Common Stock
UBS,UBS | UBS Group AG Registered Ordinary Shares,UBS Group AG Registered Ordinary Shares
BNTX,BNTX | BioNTech SE American Depositary Share,BioNTech SE American Depositary Share
AMOV,AMOV | America Movil S.A.B. de C.V. Class A American Depositary Shares,America Movil S.A.B. de C.V. Class A American Depositary Shares
AMX,AMX | America Movil S.A.B. de C.V. American Depository Receipt Series L,America Movil S.A.B. de C.V. American Depository Receipt Series L
ATVI,ATVI | Activision Blizzard Inc. Common Stock,Activision Blizzard Inc. Common Stock
REGN,REGN | Regeneron Pharmaceuticals Inc. Common Stock,Regeneron Pharmaceuticals Inc. Common Stock
D,D | Dominion Energy Inc. Common Stock,Dominion Energy Inc. Common Stock
ING,ING | ING Group N.V. Common Stock,ING Group N.V. Common Stock
RELX,RELX | RELX PLC PLC American Depositary Shares (Each representing One Ordinary Share),RELX PLC PLC American Depositary Shares (Each representing One Ordinary Share)
GD,GD | General Dynamics Corporation Common Stock,General Dynamics Corporation Common Stock
TRI,TRI | Thomson Reuters Corp Ordinary Shares,Thomson Reuters Corp Ordinary Shares
EMR,EMR | Emerson Electric Company Common Stock,Emerson Electric Company Common Stock
BIDU,BIDU | Baidu Inc. ADS,Baidu Inc. ADS
FCX,FCX | Freeport-McMoRan Inc. Common Stock,Freeport-McMoRan Inc. Common Stock
HUM,HUM | Humana Inc. Common Stock,Humana Inc. Common Stock
MET,MET | MetLife Inc. Common Stock,MetLife Inc. Common Stock
PUK,PUK | Prudential Public Limited Company Common Stock,Prudential Public Limited Company Common Stock
PSA,PSA | Public Storage Common Stock,Public Storage Common Stock
RACE,RACE | Ferrari N.V. Common Shares,Ferrari N.V. Common Shares
WIT,WIT | Wipro Limited Common Stock,Wipro Limited Common Stock
MRVL,MRVL | Marvell Technology Inc. Common Stock,Marvell Technology Inc. Common Stock
CM,CM | Canadian Imperial Bank of Commerce Common Stock,Canadian Imperial Bank of Commerce Common Stock
NET,NET | Cloudflare Inc. Class A Common Stock,Cloudflare Inc. Class A Common Stock
PGR,PGR | Progressive Corporation (The) Common Stock,Progressive Corporation (The) Common Stock
HMC,HMC | Honda Motor Company Ltd. Common Stock,Honda Motor Company Ltd. Common Stock
EPD,EPD | Enterprise Products Partners L.P. Common Stock,Enterprise Products Partners L.P. Common Stock
DXCM,DXCM | DexCom Inc. Common Stock,DexCom Inc. Common Stock
TRP,TRP | TC Energy Corporation Common Stock,TC Energy Corporation Common Stock
LULU,LULU | lululemon athletica inc. Common Stock,lululemon athletica inc. Common Stock
EOG,EOG | EOG Resources Inc. Common Stock,EOG Resources Inc. Common Stock
MAR,MAR | Marriott International Class A Common Stock,Marriott International Class A Common Stock
BSBR,BSBR | Banco Santander Brasil SA American Depositary Shares each representing one unit,Banco Santander Brasil SA American Depositary Shares each representing one unit
FTNT,FTNT | Fortinet Inc. Common Stock,Fortinet Inc. Common Stock
CMG,CMG | Chipotle Mexican Grill Inc. Common Stock,Chipotle Mexican Grill Inc. Common Stock
DOCU,DOCU | DocuSign Inc. Common Stock,DocuSign Inc. Common Stock
SCCO,SCCO | Southern Copper Corporation Common Stock,Southern Copper Corporation Common Stock
MSCI,MSCI | MSCI Inc Common Stock,MSCI Inc Common Stock
JCI,JCI | Johnson Controls International plc Ordinary Share,Johnson Controls International plc Ordinary Share
E,E | ENI S.p.A. Common Stock,ENI S.p.A. Common Stock
NXPI,NXPI | NXP Semiconductors N.V. Common Stock,NXP Semiconductors N.V. Common Stock
AIG,AIG | American International Group Inc. New Common Stock,American International Group Inc. New Common Stock
TWTR,TWTR | Twitter Inc. Common Stock,Twitter Inc. Common Stock
KDP,KDP | Keurig Dr Pepper Inc. Common Stock,Keurig Dr Pepper Inc. Common Stock
KLAC,KLAC | KLA Corporation Common Stock,KLA Corporation Common Stock
CNQ,CNQ | Canadian Natural Resources Limited Common Stock,Canadian Natural Resources Limited Common Stock
LFC,LFC | China Life Insurance Company Limited American Depositary Shares,China Life Insurance Company Limited American Depositary Shares
DG,DG | Dollar General Corporation Common Stock,Dollar General Corporation Common Stock
PANW,PANW | Palo Alto Networks Inc. Common Stock,Palo Alto Networks Inc. Common Stock
BK,BK | The Bank of New York Mellon Corporation Common Stock,The Bank of New York Mellon Corporation Common Stock
ROP,ROP | Roper Technologies Inc. Common Stock,Roper Technologies Inc. Common Stock
INFO,INFO | IHS Markit Ltd. Common Shares,IHS Markit Ltd. Common Shares
EXC,EXC | Exelon Corporation Common Stock,Exelon Corporation Common Stock
EBAY,EBAY | eBay Inc. Common Stock,eBay Inc. Common Stock
CP,CP | Canadian Pacific Railway Limited Common Stock,Canadian Pacific Railway Limited Common Stock
TEL,TEL | TE Connectivity Ltd. New Switzerland Registered Shares,TE Connectivity Ltd. New Switzerland Registered Shares
LHX,LHX | L3Harris Technologies Inc. Common Stock,L3Harris Technologies Inc. Common Stock
DDOG,DDOG | Datadog Inc. Class A Common Stock,Datadog Inc. Class A Common Stock
CPNG,CPNG | Coupang Inc. Class A Common Stock,Coupang Inc. Class A Common Stock
IQV,IQV | IQVIA Holdings Inc. Common Stock,IQVIA Holdings Inc. Common Stock
LYG,LYG | Lloyds Banking Group Plc American Depositary Shares,Lloyds Banking Group Plc American Depositary Shares
SLB,SLB | Schlumberger N.V. Common Stock,Schlumberger N.V. Common Stock
VEEV,VEEV | Veeva Systems Inc. Class A Common Stock,Veeva Systems Inc. Class A Common Stock
SPOT,SPOT | Spotify Technology S.A. Ordinary Shares,Spotify Technology S.A. Ordinary Shares
GPN,GPN | Global Payments Inc. Common Stock,Global Payments Inc. Common Stock
VRTX,VRTX | Vertex Pharmaceuticals Incorporated Common Stock,Vertex Pharmaceuticals Incorporated Common Stock
SMFG,SMFG | Sumitomo Mitsui Financial Group Inc Unsponsored American Depositary Shares (Japan),Sumitomo Mitsui Financial Group Inc Unsponsored American Depositary Shares (Japan)
SNPS,SNPS | Synopsys Inc. Common Stock,Synopsys Inc. Common Stock
BCS,BCS | Barclays PLC Common Stock,Barclays PLC Common Stock
ALGN,ALGN | Align Technology Inc. Common Stock,Align Technology Inc. Common Stock
BCE,BCE | BCE Inc. Common Stock,BCE Inc. Common Stock
RJF,RJF | Raymond James Financial Inc. Common Stock,Raymond James Financial Inc. Common Stock
A,A | Agilent Technologies Inc. Common Stock,Agilent Technologies Inc. Common Stock
PXD,PXD | Pioneer Natural Resources Company Common Stock,Pioneer Natural Resources Company Common Stock
CARR,CARR | Carrier Global Corporation Common Stock ,Carrier Global Corporation Common Stock 
APH,APH | Amphenol Corporation Common Stock,Amphenol Corporation Common Stock
SPG,SPG | Simon Property Group Inc. Common Stock,Simon Property Group Inc. Common Stock
APTV,APTV | Aptiv PLC Ordinary Shares,Aptiv PLC Ordinary Shares
NEM,NEM | Newmont Corporation,Newmont Corporation
TROW,TROW | T. Rowe Price Group Inc. Common Stock,T. Rowe Price Group Inc. Common Stock
MNST,MNST | Monster Beverage Corporation,Monster Beverage Corporation
KHC,KHC | The Kraft Heinz Company Common Stock,The Kraft Heinz Company Common Stock
MTCH,MTCH | Match Group Inc. Common Stock,Match Group Inc. Common Stock
PLTR,PLTR | Palantir Technologies Inc. Class A Common Stock,Palantir Technologies Inc. Class A Common Stock
KMB,KMB | Kimberly-Clark Corporation Common Stock,Kimberly-Clark Corporation Common Stock
BBVA,BBVA | Banco Bilbao Vizcaya Argentaria S.A. Common Stock,Banco Bilbao Vizcaya Argentaria S.A. Common Stock
NGG,NGG | National Grid Transco PLC National Grid PLC (NEW) American Depositary Shares,National Grid Transco PLC National Grid PLC (NEW) American Depositary Shares
TAK,TAK | Takeda Pharmaceutical Company Limited American Depositary Shares (each representing 1/2 of a share of Common Stock),Takeda Pharmaceutical Company Limited American Depositary Shares (each representing 1/2 of a share of Common Stock)
ITUB,ITUB | Itau Unibanco Banco Holding SA American Depositary Shares (Each repstg 500 Preferred shares),Itau Unibanco Banco Holding SA American Depositary Shares (Each repstg 500 Preferred shares)
RBLX,RBLX | Roblox Corporation Class A Common Stock,Roblox Corporation Class A Common Stock
DOW,DOW | Dow Inc. Common Stock ,Dow Inc. Common Stock 
ABEV,ABEV | Ambev S.A. American Depositary Shares (Each representing 1 Common Share),Ambev S.A. American Depositary Shares (Each representing 1 Common Share)
ORLY,ORLY | O'Reilly Automotive Inc. Common Stock,O'Reilly Automotive Inc. Common Stock
ROKU,ROKU | Roku Inc. Class A Common Stock,Roku Inc. Class A Common Stock
CDNS,CDNS | Cadence Design Systems Inc. Common Stock,Cadence Design Systems Inc. Common Stock
CTAS,CTAS | Cintas Corporation Common Stock,Cintas Corporation Common Stock
PAYX,PAYX | Paychex Inc. Common Stock,Paychex Inc. Common Stock
PRU,PRU | Prudential Financial Inc. Common Stock,Prudential Financial Inc. Common Stock
MPC,MPC | Marathon Petroleum Corporation Common Stock,Marathon Petroleum Corporation Common Stock
WBA,WBA | Walgreens Boots Alliance Inc. Common Stock,Walgreens Boots Alliance Inc. Common Stock
SYY,SYY | Sysco Corporation Common Stock,Sysco Corporation Common Stock
VOD,VOD | Vodafone Group Plc American Depositary Shares,Vodafone Group Plc American Depositary Shares
BIIB,BIIB | Biogen Inc. Common Stock,Biogen Inc. Common Stock
DLR,DLR | Digital Realty Trust Inc. Common Stock,Digital Realty Trust Inc. Common Stock
KMI,KMI | Kinder Morgan Inc. Common Stock,Kinder Morgan Inc. Common Stock
AEP,AEP | American Electric Power Company Inc. Common Stock,American Electric Power Company Inc. Common Stock
CTSH,CTSH | Cognizant Technology Solutions Corporation Class A Common Stock,Cognizant Technology Solutions Corporation Class A Common Stock
XLNX,XLNX | Xilinx Inc. Common Stock,Xilinx Inc. Common Stock
TT,TT | Trane Technologies plc,Trane Technologies plc
STZ,STZ | Constellation Brands Inc. Common Stock,Constellation Brands Inc. Common Stock
SRE,SRE | DBA Sempra Common Stock,DBA Sempra Common Stock
POOL,POOL | Pool Corporation Common Stock,Pool Corporation Common Stock
PHG,PHG | Koninklijke Philips N.V. NY Registry Shares,Koninklijke Philips N.V. NY Registry Shares
RSG,RSG | Republic Services Inc. Common Stock,Republic Services Inc. Common Stock
NTR,NTR | Nutrien Ltd. Common Shares,Nutrien Ltd. Common Shares
MSI,MSI | Motorola Solutions Inc. Common Stock,Motorola Solutions Inc. Common Stock
ERIC,ERIC | Ericsson American Depositary Shares,Ericsson American Depositary Shares
ZS,ZS | Zscaler Inc. Common Stock,Zscaler Inc. Common Stock
SIVB,SIVB | SVB Financial Group Common Stock,SVB Financial Group Common Stock
HLT,HLT | Hilton Worldwide Holdings Inc. Common Stock ,Hilton Worldwide Holdings Inc. Common Stock 
AFRM,AFRM | Affirm Holdings Inc. Class A Common Stock,Affirm Holdings Inc. Class A Common Stock
